date,nav
28-05-2025,99.1118
27-05-2025,99.2431
26-05-2025,99.6536
23-05-2025,98.8611
22-05-2025,97.9101
21-05-2025,98.6038
20-05-2025,97.9113
19-05-2025,99.1325
16-05-2025,99.2225
15-05-2025,98.9453
14-05-2025,97.6473
13-05-2025,97.054
12-05-2025,97.9099
09-05-2025,94.3482
08-05-2025,95.1487
07-05-2025,96.0208
06-05-2025,95.5648
05-05-2025,96.5552
02-05-2025,95.9389
30-04-2025,95.8147
29-04-2025,96.0929
28-04-2025,96.0282
25-04-2025,94.8844
24-04-2025,96.0597
23-04-2025,96.1708
22-04-2025,95.6204
21-04-2025,95.3869
17-04-2025,94.1055
16-04-2025,92.8983
15-04-2025,92.3268
11-04-2025,90.0693
09-04-2025,88.641
08-04-2025,89.2409
07-04-2025,87.7802
04-04-2025,90.4333
03-04-2025,92.2243
02-04-2025,92.4165
01-04-2025,91.6629
31-03-2025,92.8702
28-03-2025,92.8735
27-03-2025,93.3884
26-03-2025,92.657
25-03-2025,93.5158
24-03-2025,93.8123
21-03-2025,92.543
20-03-2025,91.6767
19-03-2025,90.9711
18-03-2025,90.2544
17-03-2025,88.6746
13-03-2025,88.0656
12-03-2025,88.3738
11-03-2025,88.5042
10-03-2025,88.5879
07-03-2025,89.1195
06-03-2025,89.174
05-03-2025,88.2535
04-03-2025,87.1643
03-03-2025,86.983
28-02-2025,86.9222
27-02-2025,88.4321
25-02-2025,88.7605
24-02-2025,88.9334
21-02-2025,89.8495
20-02-2025,90.3489
19-02-2025,90.0404
18-02-2025,89.5354
17-02-2025,89.5693
14-02-2025,89.5741
13-02-2025,90.3684
12-02-2025,90.3408
11-02-2025,90.5443
10-02-2025,92.1773
07-02-2025,93.319
06-02-2025,93.4896
05-02-2025,93.8883
04-02-2025,93.9231
03-02-2025,92.4237
31-01-2025,92.8772
30-01-2025,91.7379
29-01-2025,91.4688
28-01-2025,90.2227
27-01-2025,89.9694
24-01-2025,91.4588
23-01-2025,92.2667
22-01-2025,91.9229
21-01-2025,91.9008
20-01-2025,93.6339
17-01-2025,93.4158
16-01-2025,93.5764
15-01-2025,92.9463
14-01-2025,92.5951
13-01-2025,91.922
10-01-2025,93.7271
09-01-2025,94.581
08-01-2025,95.4138
07-01-2025,95.7436
06-01-2025,95.3266
03-01-2025,97.1671
02-01-2025,97.5681
01-01-2025,96.1113
31-12-2024,95.6932
30-12-2024,95.6777
27-12-2024,96.1819
26-12-2024,96.1901
24-12-2024,96.1467
23-12-2024,96.1694
20-12-2024,95.8415
19-12-2024,97.4275
18-12-2024,98.1827
17-12-2024,98.876
16-12-2024,99.805
13-12-2024,99.7847
12-12-2024,99.2226
11-12-2024,99.6289
10-12-2024,99.546
09-12-2024,99.5074
06-12-2024,99.6509
05-12-2024,99.4147
04-12-2024,98.6536
03-12-2024,98.2022
02-12-2024,97.1205
29-11-2024,96.7197
28-11-2024,96.1824
27-11-2024,97.2127
26-11-2024,96.7895
25-11-2024,96.8798
22-11-2024,95.4297
21-11-2024,93.5182
19-11-2024,94.0998
18-11-2024,93.7894
14-11-2024,93.9927
13-11-2024,93.9405
12-11-2024,95.3799
11-11-2024,96.5738
08-11-2024,96.4406
07-11-2024,96.8112
06-11-2024,97.5614
05-11-2024,96.3891
04-11-2024,95.6366
31-10-2024,96.3789
30-10-2024,96.533
29-10-2024,96.8881
28-10-2024,96.0172
25-10-2024,95.6705
24-10-2024,96.5901
23-10-2024,96.7928
22-10-2024,96.8263
21-10-2024,98.4247
18-10-2024,98.9248
17-10-2024,98.6003
16-10-2024,99.5525
15-10-2024,99.6355
14-10-2024,99.6839
11-10-2024,99.139
10-10-2024,99.2685
09-10-2024,98.9923
08-10-2024,98.6381
07-10-2024,97.3987
04-10-2024,98.7098
03-10-2024,99.4889
01-10-2024,101.4323
30-09-2024,101.4475
27-09-2024,102.7061
26-09-2024,102.6658
25-09-2024,102.0413
24-09-2024,101.7456
23-09-2024,101.6433
20-09-2024,100.9598
19-09-2024,99.8842
18-09-2024,99.968
17-09-2024,100.0653
16-09-2024,100.114
13-09-2024,100.089
12-09-2024,100.2373
11-09-2024,98.7724
10-09-2024,99.2319
09-09-2024,98.4675
06-09-2024,98.076
05-09-2024,99.3569
04-09-2024,99.2067
03-09-2024,99.6805
02-09-2024,99.5227
30-08-2024,99.3996
29-08-2024,98.9127
28-08-2024,98.7789
27-08-2024,98.8747
26-08-2024,98.6268
23-08-2024,97.9385
22-08-2024,97.9738
21-08-2024,97.8326
20-08-2024,97.6125
19-08-2024,97.0611
16-08-2024,96.8796
14-08-2024,95.3783
13-08-2024,95.363
12-08-2024,96.4431
09-08-2024,96.6915
08-08-2024,95.9036
07-08-2024,96.5617
06-08-2024,95.1642
05-08-2024,95.6995
02-08-2024,98.3992
01-08-2024,99.1905
31-07-2024,99.038
30-07-2024,98.6802
29-07-2024,98.4839
26-07-2024,98.3111
25-07-2024,96.7323
24-07-2024,96.7617
23-07-2024,96.5445
22-07-2024,96.7013
19-07-2024,96.409
18-07-2024,97.7055
16-07-2024,97.4713
15-07-2024,97.7671
12-07-2024,97.3785
11-07-2024,97.096
10-07-2024,96.9845
09-07-2024,97.3311
08-07-2024,96.8647
05-07-2024,96.8297
04-07-2024,96.6688
03-07-2024,96.3988
02-07-2024,95.5824
01-07-2024,95.6996
28-06-2024,94.9416
27-06-2024,95.1237
26-06-2024,94.643
25-06-2024,94.3814
24-06-2024,93.7392
21-06-2024,93.5537
20-06-2024,93.8753
19-06-2024,93.5849
18-06-2024,93.803
14-06-2024,93.6567
13-06-2024,93.04
12-06-2024,92.5612
11-06-2024,92.1206
10-06-2024,92.0097
07-06-2024,91.8562
06-06-2024,90.1267
05-06-2024,89.1172
04-06-2024,86.3042
03-06-2024,92.4271
31-05-2024,89.4481
30-05-2024,88.9933
29-05-2024,89.6503
28-05-2024,90.4202
27-05-2024,90.7877
24-05-2024,90.914
23-05-2024,90.9572
22-05-2024,89.864
21-05-2024,89.5067
17-05-2024,89.1256
16-05-2024,88.7259
15-05-2024,87.8377
14-05-2024,87.6274
13-05-2024,87.174
10-05-2024,86.9891
09-05-2024,86.3547
08-05-2024,87.904
07-05-2024,87.7561
06-05-2024,88.3316
03-05-2024,88.739
02-05-2024,89.3246
30-04-2024,89.0926
29-04-2024,89.083
26-04-2024,88.1658
25-04-2024,88.6125
24-04-2024,87.7308
23-04-2024,87.5655
22-04-2024,87.4154
19-04-2024,86.5741
18-04-2024,85.9544
16-04-2024,86.4844
15-04-2024,86.7351
12-04-2024,87.8748
10-04-2024,88.6487
09-04-2024,88.3609
08-04-2024,88.4212
05-04-2024,87.8656
04-04-2024,87.5846
03-04-2024,87.3591
02-04-2024,87.1671
01-04-2024,87.1447
31-03-2024,86.2324
28-03-2024,86.2356
27-03-2024,85.4068
26-03-2024,85.0202
22-03-2024,84.8535
21-03-2024,84.4561
20-03-2024,83.3538
19-03-2024,83.1639
18-03-2024,83.9851
15-03-2024,83.6902
14-03-2024,84.0568
13-03-2024,83.42
12-03-2024,85.1058
11-03-2024,85.4384
07-03-2024,86.2429
06-03-2024,85.81
05-03-2024,85.8536
04-03-2024,85.8389
01-03-2024,85.3718
29-02-2024,84.0569
28-02-2024,83.6231
27-02-2024,84.5543
26-02-2024,84.4802
23-02-2024,84.6745
22-02-2024,84.4739
21-02-2024,83.7597
20-02-2024,84.0611
19-02-2024,83.7003
16-02-2024,83.5478
15-02-2024,83.1557
14-02-2024,82.8433
13-02-2024,82.1878
12-02-2024,81.6287
09-02-2024,82.8752
08-02-2024,82.5897
07-02-2024,83.0313
06-02-2024,82.272
05-02-2024,81.5416
02-02-2024,81.7841
01-02-2024,81.3917
31-01-2024,81.5148
30-01-2024,80.7813
29-01-2024,81.478
25-01-2024,80.1233
24-01-2024,80.3079
23-01-2024,79.3097
19-01-2024,81.0521
18-01-2024,80.2485
17-01-2024,80.4761
16-01-2024,82.0535
15-01-2024,82.2457
12-01-2024,81.7745
11-01-2024,81.1364
10-01-2024,80.8502
09-01-2024,80.6145
08-01-2024,80.3728
05-01-2024,81.059
04-01-2024,80.9262
03-01-2024,80.1318
02-01-2024,80.3585
01-01-2024,80.3877
29-12-2023,80.2143
28-12-2023,80.057
27-12-2023,79.6145
26-12-2023,78.9312
22-12-2023,78.7363
21-12-2023,78.4313
20-12-2023,77.874
19-12-2023,79.6031
18-12-2023,79.4904
15-12-2023,79.423
14-12-2023,78.5552
13-12-2023,77.7474
12-12-2023,77.3349
11-12-2023,77.584
08-12-2023,77.2576
07-12-2023,77.1094
06-12-2023,76.7791
05-12-2023,76.3652
04-12-2023,76.0297
01-12-2023,74.703
30-11-2023,73.9678
29-11-2023,73.7259
28-11-2023,73.0792
24-11-2023,72.6677
23-11-2023,72.6659
22-11-2023,72.6229
21-11-2023,72.7049
20-11-2023,72.4675
17-11-2023,72.556
16-11-2023,72.7496
15-11-2023,72.4739
13-11-2023,71.9087
10-11-2023,71.6976
09-11-2023,71.6223
08-11-2023,71.8582
07-11-2023,71.692
06-11-2023,71.6717
03-11-2023,70.9984
02-11-2023,70.5127
01-11-2023,69.8843
31-10-2023,70.1022
30-10-2023,70.2094
27-10-2023,70.0343
26-10-2023,69.2151
25-10-2023,70.0111
23-10-2023,70.5159
20-10-2023,71.7026
19-10-2023,72.2182
18-10-2023,72.3949
17-10-2023,73.0238
16-10-2023,72.7253
13-10-2023,72.6009
12-10-2023,72.8206
11-10-2023,72.6358
10-10-2023,72.2501
09-10-2023,71.523
06-10-2023,72.2666
05-10-2023,71.8691
04-10-2023,71.4828
03-10-2023,72.158
29-09-2023,72.2725
27-09-2023,72.2487
26-09-2023,71.9923
25-09-2023,71.8946
22-09-2023,72.0196
21-09-2023,72.0463
20-09-2023,72.7731
18-09-2023,73.4681
15-09-2023,73.6158
14-09-2023,73.3808
13-09-2023,73.1441
12-09-2023,73.0049
11-09-2023,73.7256
08-09-2023,73.1125
07-09-2023,72.6174
06-09-2023,72.046
05-09-2023,71.8802
04-09-2023,71.717
01-09-2023,71.3664
31-08-2023,70.7276
30-08-2023,70.9019
29-08-2023,70.6185
28-08-2023,70.4455
25-08-2023,70.2294
24-08-2023,70.8594
23-08-2023,70.942
22-08-2023,70.5786
21-08-2023,70.284
18-08-2023,69.9331
17-08-2023,70.0785
16-08-2023,70.2973
14-08-2023,70.11
11-08-2023,70.33
10-08-2023,70.5498
09-08-2023,70.6852
08-08-2023,70.2574
07-08-2023,70.2492
04-08-2023,70.0645
03-08-2023,69.5471
02-08-2023,69.9106
01-08-2023,70.8398
31-07-2023,70.8107
28-07-2023,70.3768
27-07-2023,70.1686
26-07-2023,70.4141
25-07-2023,70.1493
24-07-2023,70.0057
21-07-2023,70.0801
20-07-2023,70.5303
19-07-2023,70.0835
18-07-2023,69.622
17-07-2023,69.6452
14-07-2023,69.1092
13-07-2023,68.6128
12-07-2023,68.7079
11-07-2023,68.6673
10-07-2023,68.2229
07-07-2023,68.2028
06-07-2023,68.5885
05-07-2023,68.231
04-07-2023,68.092
03-07-2023,68.0211
30-06-2023,67.5552
28-06-2023,66.822
27-06-2023,66.2575
26-06-2023,65.7673
23-06-2023,65.6157
22-06-2023,66.0767
21-06-2023,66.5774
20-06-2023,66.528
19-06-2023,66.2177
16-06-2023,66.4095
15-06-2023,65.8556
14-06-2023,66.1179
13-06-2023,66.0458
12-06-2023,65.5378
09-06-2023,65.3566
08-06-2023,65.5102
07-06-2023,65.8209
06-06-2023,65.2544
05-06-2023,65.1536
02-06-2023,64.8709
01-06-2023,64.62
31-05-2023,64.6705
30-05-2023,64.7799
29-05-2023,64.536
26-05-2023,64.2631
25-05-2023,63.5885
24-05-2023,63.3853
23-05-2023,63.4799
22-05-2023,63.4405
19-05-2023,63.419
18-05-2023,63.3171
17-05-2023,63.3543
16-05-2023,63.5284
15-05-2023,63.6571
12-05-2023,63.281
11-05-2023,63.2204
10-05-2023,63.1904
09-05-2023,62.9979
08-05-2023,63.0419
05-05-2023,62.233
04-05-2023,62.6908
03-05-2023,62.1695
02-05-2023,62.2082
28-04-2023,61.8378
27-04-2023,61.2076
26-04-2023,60.8636
25-04-2023,60.5932
24-04-2023,60.4513
21-04-2023,60.0348
20-04-2023,60.0665
19-04-2023,59.9873
18-04-2023,60.0999
17-04-2023,60.1619
13-04-2023,60.3609
12-04-2023,60.3205
11-04-2023,60.0753
10-04-2023,59.9027
06-04-2023,59.8319
05-04-2023,59.6706
03-04-2023,59.1936
31-03-2023,59.0553
29-03-2023,58.1541
28-03-2023,57.6287
27-03-2023,57.7058
24-03-2023,57.7885
23-03-2023,58.2979
22-03-2023,58.5299
21-03-2023,58.3986
20-03-2023,57.9134
17-03-2023,58.3714
16-03-2023,58.0008
15-03-2023,57.9036
14-03-2023,58.1564
13-03-2023,58.4031
10-03-2023,59.342
09-03-2023,59.8804
08-03-2023,60.262
06-03-2023,59.9573
03-03-2023,59.6132
02-03-2023,58.8032
01-03-2023,59.1352
28-02-2023,58.6303
27-02-2023,58.8267
24-02-2023,59.1105
23-02-2023,59.3036
22-02-2023,59.2641
21-02-2023,60.1318
20-02-2023,60.1557
17-02-2023,60.3654
16-02-2023,60.6047
15-02-2023,60.5621
14-02-2023,60.3002
13-02-2023,59.9403
10-02-2023,60.2259
09-02-2023,60.2739
08-02-2023,60.1886
07-02-2023,59.7885
06-02-2023,59.9718
03-02-2023,60.0787
02-02-2023,59.4591
01-02-2023,59.4179
31-01-2023,59.33
30-01-2023,58.9542
27-01-2023,58.8704
25-01-2023,59.7049
24-01-2023,60.6472
23-01-2023,60.6805
20-01-2023,60.3714
19-01-2023,60.5459
18-01-2023,60.5831
17-01-2023,60.2145
16-01-2023,59.8648
13-01-2023,60.0927
12-01-2023,59.9049
11-01-2023,59.9785
10-01-2023,59.9286
09-01-2023,60.3555
06-01-2023,59.6299
05-01-2023,59.9027
04-01-2023,59.942
03-01-2023,60.6308
02-01-2023,60.5329
30-12-2022,60.2066
29-12-2022,60.3423
28-12-2022,60.2411
27-12-2022,60.1591
26-12-2022,59.7394
23-12-2022,58.7086
22-12-2022,59.9458
21-12-2022,60.3715
20-12-2022,61.1708
19-12-2022,61.3839
16-12-2022,60.9743
15-12-2022,61.5309
14-12-2022,62.2139
13-12-2022,61.9566
12-12-2022,61.7656
09-12-2022,61.5993
08-12-2022,61.965
07-12-2022,61.6493
06-12-2022,61.7369
05-12-2022,61.9412
02-12-2022,61.9567
01-12-2022,62.1939
30-11-2022,62.0074
29-11-2022,61.5472
28-11-2022,61.4737
25-11-2022,61.3614
24-11-2022,61.0913
23-11-2022,60.3964
22-11-2022,60.2946
21-11-2022,60.0089
18-11-2022,60.4063
17-11-2022,60.6965
16-11-2022,60.9049
15-11-2022,60.9913
14-11-2022,60.8177
11-11-2022,61.031
10-11-2022,60.1695
09-11-2022,60.6581
07-11-2022,60.7799
04-11-2022,60.3565
03-11-2022,60.3416
02-11-2022,60.4681
01-11-2022,60.4832
31-10-2022,60.0929
28-10-2022,59.3351
27-10-2022,59.4758
25-10-2022,59.1957
21-10-2022,58.7779
20-10-2022,58.9149
19-10-2022,58.8804
18-10-2022,58.7943
17-10-2022,58.0779
14-10-2022,57.6903
13-10-2022,57.3017
12-10-2022,57.76
11-10-2022,57.2407
10-10-2022,58.0159
07-10-2022,58.3747
06-10-2022,58.4078
04-10-2022,58.0773
03-10-2022,56.8006
30-09-2022,57.2955
29-09-2022,56.3687
28-09-2022,56.3003
27-09-2022,56.8673
26-09-2022,56.7917
23-09-2022,58.0424
22-09-2022,59.0847
21-09-2022,59.3053
20-09-2022,59.4954
19-09-2022,58.8468
16-09-2022,58.5408
15-09-2022,59.8214
14-09-2022,59.9678
13-09-2022,60.0168
12-09-2022,59.5275
09-09-2022,59.2261
08-09-2022,59.143
07-09-2022,58.716
06-09-2022,58.7072
05-09-2022,58.8258
02-09-2022,58.3472
01-09-2022,58.1166
30-08-2022,58.3873
29-08-2022,57.0299
26-08-2022,57.835
25-08-2022,57.6711
24-08-2022,57.8701
23-08-2022,57.6726
22-08-2022,57.305
19-08-2022,58.113
18-08-2022,58.8693
17-08-2022,58.8383
16-08-2022,58.4553
12-08-2022,57.8835
11-08-2022,57.7547
10-08-2022,57.141
08-08-2022,57.1191
05-08-2022,56.6969
04-08-2022,56.6734
03-08-2022,56.7417
02-08-2022,56.7489
01-08-2022,56.694
29-07-2022,56.0689
28-07-2022,55.5448
27-07-2022,54.7223
26-07-2022,54.1738
25-07-2022,54.6553
22-07-2022,54.701
21-07-2022,54.4328
20-07-2022,53.9525
19-07-2022,53.3869
18-07-2022,53.1627
15-07-2022,52.456
14-07-2022,52.1586
13-07-2022,52.3834
12-07-2022,52.5995
11-07-2022,53.1047
08-07-2022,53.0855
07-07-2022,52.812
06-07-2022,52.1807
05-07-2022,51.558
04-07-2022,51.5891
01-07-2022,51.062
30-06-2022,50.8161
29-06-2022,50.9696
28-06-2022,51.1004
27-06-2022,50.894
24-06-2022,50.3956
23-06-2022,49.9249
22-06-2022,49.3373
21-06-2022,50.0441
20-06-2022,48.831
17-06-2022,48.8704
16-06-2022,49.0656
15-06-2022,50.1985
14-06-2022,50.1911
13-06-2022,50.2444
10-06-2022,51.6231
09-06-2022,52.3177
08-06-2022,52.1342
07-06-2022,52.1924
06-06-2022,52.5736
03-06-2022,52.7132
02-06-2022,53.0168
01-06-2022,52.8958
31-05-2022,52.9128
30-05-2022,52.9636
27-05-2022,51.8461
26-05-2022,51.1683
25-05-2022,50.6071
24-05-2022,51.0128
23-05-2022,51.2103
20-05-2022,51.3877
19-05-2022,50.0608
18-05-2022,51.348
17-05-2022,51.6228
16-05-2022,50.3452
13-05-2022,50.0751
12-05-2022,50.2057
11-05-2022,51.1851
10-05-2022,51.4411
09-05-2022,51.7456
06-05-2022,52.1522
05-05-2022,52.8648
04-05-2022,52.716
02-05-2022,53.9804
29-04-2022,54.0345
28-04-2022,54.449
27-04-2022,53.7566
26-04-2022,54.1408
25-04-2022,53.4328
22-04-2022,54.2467
21-04-2022,54.8144
20-04-2022,54.1133
19-04-2022,53.9044
18-04-2022,54.7058
13-04-2022,55.633
12-04-2022,55.6751
11-04-2022,56.2116
08-04-2022,56.5618
07-04-2022,56.1015
06-04-2022,56.4694
05-04-2022,56.5848
04-04-2022,56.8326
01-04-2022,55.7151
31-03-2022,54.959
30-03-2022,55.0212
29-03-2022,54.5227
28-03-2022,54.1012
25-03-2022,53.8267
24-03-2022,53.9304
23-03-2022,53.9523
22-03-2022,53.9773
21-03-2022,53.3653
17-03-2022,53.9074
16-03-2022,53.1544
15-03-2022,52.1763
14-03-2022,52.6659
11-03-2022,51.9161
10-03-2022,51.7675
09-03-2022,51.1626
08-03-2022,50.1075
07-03-2022,49.4198
04-03-2022,50.5231
03-03-2022,51.257
02-03-2022,51.4979
28-02-2022,52.1261
25-02-2022,51.9245
24-02-2022,50.5103
23-02-2022,53.1129
22-02-2022,53.1845
21-02-2022,53.7433
18-02-2022,53.9536
17-02-2022,54.0568
16-02-2022,54.128
15-02-2022,54.2458
14-02-2022,52.6686
11-02-2022,54.5917
10-02-2022,55.4149
09-02-2022,55.0412
08-02-2022,54.5086
07-02-2022,54.5047
04-02-2022,55.2995
03-02-2022,55.544
02-02-2022,56.0001
01-02-2022,55.3735
31-01-2022,54.7458
28-01-2022,53.7749
27-01-2022,53.7011
25-01-2022,54.0577
24-01-2022,53.1466
21-01-2022,54.656
20-01-2022,55.2412
19-01-2022,55.6133
18-01-2022,55.9155
17-01-2022,56.5581
14-01-2022,56.628
13-01-2022,56.5521
12-01-2022,56.42
11-01-2022,55.7781
10-01-2022,55.5418
07-01-2022,54.8875
06-01-2022,54.8331
05-01-2022,55.148
04-01-2022,54.9154
03-01-2022,54.3991
31-12-2021,53.6105
30-12-2021,53.1015
29-12-2021,53.1347
28-12-2021,53.2426
27-12-2021,52.7089
24-12-2021,52.588
23-12-2021,52.8344
22-12-2021,52.5914
21-12-2021,51.9621
20-12-2021,51.4184
17-12-2021,52.7535
16-12-2021,53.6826
15-12-2021,53.8186
14-12-2021,54.1071
13-12-2021,54.2816
10-12-2021,54.5616
09-12-2021,54.5585
08-12-2021,54.3811
07-12-2021,53.4281
06-12-2021,52.5657
03-12-2021,53.399
02-12-2021,53.7638
01-12-2021,53.2262
30-11-2021,52.6169
29-11-2021,52.7408
26-11-2021,52.9581
25-11-2021,54.8638
24-11-2021,54.5854
23-11-2021,54.7064
22-11-2021,54.0495
18-11-2021,55.1957
17-11-2021,55.7898
16-11-2021,56.0445
15-11-2021,56.5221
12-11-2021,56.6546
11-11-2021,56.0398
10-11-2021,56.4731
09-11-2021,56.5542
08-11-2021,56.3817
03-11-2021,55.5728
02-11-2021,55.7095
01-11-2021,55.6464
29-10-2021,54.5479
28-10-2021,55.0676
27-10-2021,56.1918
26-10-2021,56.315
25-10-2021,55.9012
22-10-2021,55.9366
21-10-2021,56.2027
20-10-2021,56.3476
19-10-2021,56.4937
18-10-2021,57.047
14-10-2021,56.8622
13-10-2021,56.2755
12-10-2021,55.7014
11-10-2021,55.6508
08-10-2021,55.3313
07-10-2021,55.1058
06-10-2021,54.5693
05-10-2021,55.2462
04-10-2021,54.7566
01-10-2021,53.9989
30-09-2021,54.23
29-09-2021,54.349
28-09-2021,54.1376
27-09-2021,54.5839
24-09-2021,54.4681
23-09-2021,54.5914
22-09-2021,53.8415
21-09-2021,53.5857
20-09-2021,53.1463
17-09-2021,53.7179
16-09-2021,54.0656
15-09-2021,53.7101
14-09-2021,53.0232
13-09-2021,52.8952
09-09-2021,52.9306
08-09-2021,52.6958
