date,nav
23-05-2025,107.0146
22-05-2025,106.1852
21-05-2025,106.6077
20-05-2025,105.8304
19-05-2025,107.379
16-05-2025,107.4778
15-05-2025,107.2349
14-05-2025,106.0607
13-05-2025,105.499
12-05-2025,106.1881
09-05-2025,102.6314
08-05-2025,103.5049
07-05-2025,104.8398
06-05-2025,104.2762
05-05-2025,105.2187
02-05-2025,104.4724
30-04-2025,104.6451
29-04-2025,104.8552
28-04-2025,104.9692
25-04-2025,104.075
24-04-2025,105.5627
23-04-2025,105.8792
22-04-2025,105.2172
21-04-2025,104.8758
17-04-2025,103.6475
16-04-2025,102.318
15-04-2025,101.8933
11-04-2025,99.4468
09-04-2025,97.7243
08-04-2025,98.1202
07-04-2025,96.4224
04-04-2025,99.3327
03-04-2025,100.777
02-04-2025,101.0307
01-04-2025,100.0834
31-03-2025,101.5097
28-03-2025,101.5135
27-03-2025,101.9948
26-03-2025,101.5005
25-03-2025,102.1034
24-03-2025,102.5148
21-03-2025,101.6223
20-03-2025,100.6482
19-03-2025,99.6691
18-03-2025,98.7757
17-03-2025,96.9284
13-03-2025,96.1511
12-03-2025,96.5719
11-03-2025,96.6916
10-03-2025,96.3467
07-03-2025,97.102
06-03-2025,97.2896
05-03-2025,96.6508
04-03-2025,95.5268
03-03-2025,95.4362
28-02-2025,94.9501
27-02-2025,96.8975
25-02-2025,97.3105
24-02-2025,97.2366
21-02-2025,98.1576
20-02-2025,98.9287
19-02-2025,98.672
18-02-2025,98.3192
17-02-2025,98.3385
14-02-2025,98.4378
13-02-2025,99.6044
12-02-2025,99.4579
11-02-2025,99.5049
10-02-2025,101.4198
07-02-2025,102.7818
06-02-2025,102.6583
05-02-2025,103.119
04-02-2025,103.0829
03-02-2025,101.8419
31-01-2025,101.3764
30-01-2025,100.5817
29-01-2025,100.3048
28-01-2025,98.499
27-01-2025,98.2629
24-01-2025,99.8878
23-01-2025,100.7177
22-01-2025,99.589
21-01-2025,99.7482
20-01-2025,101.7412
17-01-2025,101.1868
16-01-2025,101.4904
15-01-2025,100.6352
14-01-2025,100.491
13-01-2025,99.3562
10-01-2025,102.1012
09-01-2025,103.1098
08-01-2025,103.8402
07-01-2025,104.7743
06-01-2025,104.6558
03-01-2025,106.6103
02-01-2025,107.1106
01-01-2025,105.2098
31-12-2024,104.8418
30-12-2024,104.8623
27-12-2024,105.0556
26-12-2024,104.9719
24-12-2024,104.7647
23-12-2024,104.9395
20-12-2024,104.3714
19-12-2024,106.5383
18-12-2024,107.2865
17-12-2024,107.6416
16-12-2024,108.7447
13-12-2024,108.8347
12-12-2024,108.5429
11-12-2024,108.7957
10-12-2024,108.5727
09-12-2024,108.3583
06-12-2024,108.4356
05-12-2024,108.3787
04-12-2024,107.6559
03-12-2024,107.207
02-12-2024,106.339
30-11-2024,105.2243
29-11-2024,105.2259
28-11-2024,104.5539
27-11-2024,105.5935
26-11-2024,105.3089
25-11-2024,105.6098
22-11-2024,104.0153
21-11-2024,102.6084
19-11-2024,102.9426
18-11-2024,102.287
14-11-2024,102.3533
13-11-2024,102.2523
12-11-2024,104.013
11-11-2024,105.1594
08-11-2024,105.3856
07-11-2024,105.9354
06-11-2024,106.7263
05-11-2024,104.9973
04-11-2024,104.8151
31-10-2024,105.222
30-10-2024,105.6041
29-10-2024,105.9613
28-10-2024,105.3964
25-10-2024,105.8433
24-10-2024,106.5309
23-10-2024,106.768
22-10-2024,106.4297
21-10-2024,108.0928
18-10-2024,108.7862
17-10-2024,108.5302
16-10-2024,110.0784
15-10-2024,110.569
14-10-2024,110.681
11-10-2024,110.2456
10-10-2024,110.2257
09-10-2024,110.5143
08-10-2024,109.2294
07-10-2024,107.8549
04-10-2024,109.2162
03-10-2024,110.1986
01-10-2024,112.3285
30-09-2024,112.3338
27-09-2024,113.6083
26-09-2024,113.6849
25-09-2024,113.1368
24-09-2024,113.5942
23-09-2024,113.547
20-09-2024,112.7908
19-09-2024,111.1788
18-09-2024,111.2418
17-09-2024,110.9778
16-09-2024,110.7179
13-09-2024,110.5442
12-09-2024,110.5163
11-09-2024,108.7761
10-09-2024,108.8255
09-09-2024,108.295
06-09-2024,108.1266
05-09-2024,108.8654
04-09-2024,108.8874
03-09-2024,108.8271
02-09-2024,108.9623
31-08-2024,108.8172
30-08-2024,108.8193
29-08-2024,107.8731
28-08-2024,107.8057
27-08-2024,107.7123
26-08-2024,107.2803
23-08-2024,106.6293
22-08-2024,106.7491
21-08-2024,106.4116
20-08-2024,106.4228
19-08-2024,105.1849
16-08-2024,105.3212
14-08-2024,103.5686
13-08-2024,103.6796
12-08-2024,104.7072
09-08-2024,105.1196
08-08-2024,104.0397
07-08-2024,104.7231
06-08-2024,102.7567
05-08-2024,103.3697
02-08-2024,106.2855
01-08-2024,106.8677
31-07-2024,107.2541
30-07-2024,106.1309
29-07-2024,106.152
26-07-2024,105.5663
25-07-2024,103.9297
24-07-2024,103.5237
23-07-2024,103.4111
22-07-2024,103.7408
19-07-2024,103.1529
18-07-2024,104.7371
16-07-2024,104.2689
15-07-2024,104.2503
12-07-2024,103.8648
11-07-2024,103.391
10-07-2024,103.6139
09-07-2024,103.826
08-07-2024,103.2534
05-07-2024,103.8188
04-07-2024,103.5511
03-07-2024,103.5393
02-07-2024,102.868
01-07-2024,103.1944
28-06-2024,102.6191
27-06-2024,103.0033
26-06-2024,102.4418
25-06-2024,102.2506
24-06-2024,101.9085
21-06-2024,101.2079
20-06-2024,101.8546
19-06-2024,101.7992
18-06-2024,102.2403
14-06-2024,101.7146
13-06-2024,101.0481
12-06-2024,100.2724
11-06-2024,99.8719
10-06-2024,99.7429
07-06-2024,99.5188
06-06-2024,97.7973
05-06-2024,97.1538
04-06-2024,93.8529
03-06-2024,97.572
31-05-2024,95.3435
30-05-2024,95.26
29-05-2024,96.422
28-05-2024,96.9662
27-05-2024,97.2496
24-05-2024,97.1641
23-05-2024,97.6268
22-05-2024,96.6311
21-05-2024,96.6377
17-05-2024,96.5667
16-05-2024,95.8039
15-05-2024,95.3403
14-05-2024,95.0867
13-05-2024,94.9181
10-05-2024,94.944
09-05-2024,94.1648
08-05-2024,95.1781
07-05-2024,95.2615
06-05-2024,96.1226
03-05-2024,96.2268
02-05-2024,96.6825
30-04-2024,96.3277
29-04-2024,96.2744
26-04-2024,95.5204
25-04-2024,96.2399
24-04-2024,96.3725
23-04-2024,95.9438
22-04-2024,95.5704
19-04-2024,95.0403
18-04-2024,94.7785
16-04-2024,95.2528
15-04-2024,95.7903
12-04-2024,97.352
10-04-2024,97.6149
09-04-2024,97.5888
08-04-2024,97.5362
05-04-2024,96.6215
04-04-2024,96.4476
03-04-2024,95.9101
02-04-2024,95.7608
01-04-2024,95.504
31-03-2024,94.7314
28-03-2024,94.7358
27-03-2024,93.9876
26-03-2024,93.5808
22-03-2024,92.3497
21-03-2024,91.6362
20-03-2024,90.1357
19-03-2024,90.1635
18-03-2024,90.5286
15-03-2024,90.1664
14-03-2024,90.2709
13-03-2024,89.3397
12-03-2024,91.1882
11-03-2024,91.2347
07-03-2024,90.9543
06-03-2024,90.5435
05-03-2024,90.0501
04-03-2024,90.746
01-03-2024,90.8589
29-02-2024,89.9973
28-02-2024,89.799
27-02-2024,90.9648
26-02-2024,90.4475
23-02-2024,91.0211
22-02-2024,90.5233
21-02-2024,89.9277
20-02-2024,90.5408
19-02-2024,90.4864
16-02-2024,89.9501
15-02-2024,89.2836
14-02-2024,88.6018
13-02-2024,88.5891
12-02-2024,88.4978
09-02-2024,88.9904
08-02-2024,88.8906
07-02-2024,89.1219
06-02-2024,88.8898
05-02-2024,87.9175
02-02-2024,88.0783
01-02-2024,87.5274
31-01-2024,87.6883
30-01-2024,86.7464
29-01-2024,87.625
25-01-2024,86.7929
24-01-2024,87.1611
23-01-2024,86.1726
19-01-2024,87.7628
18-01-2024,87.3317
17-01-2024,87.7973
16-01-2024,89.0802
15-01-2024,89.4426
12-01-2024,89.2661
11-01-2024,88.8697
10-01-2024,88.6949
09-01-2024,88.7379
08-01-2024,88.4806
05-01-2024,89.3931
04-01-2024,89.3141
03-01-2024,88.276
02-01-2024,88.7896
01-01-2024,88.5872
29-12-2023,88.6224
28-12-2023,88.2002
27-12-2023,87.8865
26-12-2023,87.1531
22-12-2023,86.9823
21-12-2023,86.3297
20-12-2023,85.8692
19-12-2023,87.7026
18-12-2023,87.7642
15-12-2023,87.4489
14-12-2023,86.9194
13-12-2023,85.5812
12-12-2023,85.7571
11-12-2023,86.2758
08-12-2023,85.9606
07-12-2023,86.3885
06-12-2023,86.0435
05-12-2023,85.591
04-12-2023,85.3715
01-12-2023,84.5496
30-11-2023,84.2614
29-11-2023,83.5921
28-11-2023,82.5944
24-11-2023,82.1289
23-11-2023,82.3248
22-11-2023,82.7354
21-11-2023,82.3562
20-11-2023,82.2374
17-11-2023,82.6567
16-11-2023,82.5266
15-11-2023,81.9033
13-11-2023,81.1712
10-11-2023,81.0978
09-11-2023,80.9422
08-11-2023,80.8372
07-11-2023,80.4516
06-11-2023,80.2539
03-11-2023,79.4676
02-11-2023,79.0811
01-11-2023,78.4438
31-10-2023,78.7876
30-10-2023,78.6548
27-10-2023,78.5618
26-10-2023,77.8286
25-10-2023,78.9728
23-10-2023,79.3914
20-10-2023,80.6656
19-10-2023,80.7616
18-10-2023,81.0883
17-10-2023,81.6217
16-10-2023,81.4291
13-10-2023,81.8571
12-10-2023,81.5568
11-10-2023,81.9337
10-10-2023,81.3312
09-10-2023,80.6672
06-10-2023,81.281
05-10-2023,80.5885
04-10-2023,80.1873
03-10-2023,80.4898
29-09-2023,80.2623
27-09-2023,80.9407
26-09-2023,80.8138
25-09-2023,80.5412
22-09-2023,80.1359
21-09-2023,80.4578
20-09-2023,81.0945
18-09-2023,81.6682
15-09-2023,81.6974
14-09-2023,81.4094
13-09-2023,80.88
12-09-2023,80.9115
11-09-2023,81.2572
08-09-2023,80.6406
07-09-2023,80.2445
06-09-2023,79.9096
05-09-2023,79.6322
04-09-2023,79.2103
01-09-2023,78.7931
31-08-2023,78.33
30-08-2023,78.8146
29-08-2023,78.4579
28-08-2023,77.9343
25-08-2023,77.7906
24-08-2023,77.9647
23-08-2023,77.7681
22-08-2023,77.6152
21-08-2023,77.3089
18-08-2023,76.6833
17-08-2023,77.1435
16-08-2023,77.5465
14-08-2023,77.6284
11-08-2023,78.0866
10-08-2023,78.8457
09-08-2023,79.1715
08-08-2023,79.3359
07-08-2023,79.6001
04-08-2023,79.4055
03-08-2023,78.6486
02-08-2023,79.1648
01-08-2023,79.8018
31-07-2023,79.6969
28-07-2023,79.5813
27-07-2023,79.2279
26-07-2023,79.7424
25-07-2023,79.7352
24-07-2023,79.672
21-07-2023,79.9104
20-07-2023,80.242
19-07-2023,80.4138
18-07-2023,79.8305
17-07-2023,80.1899
14-07-2023,80.2997
13-07-2023,79.508
12-07-2023,79.3202
11-07-2023,79.1498
10-07-2023,78.8891
07-07-2023,79.6889
06-07-2023,80.3788
05-07-2023,79.9962
04-07-2023,79.7879
03-07-2023,79.1417
30-06-2023,79.0815
28-06-2023,78.6424
27-06-2023,78.1501
26-06-2023,77.8
23-06-2023,77.6483
22-06-2023,78.3375
21-06-2023,79.2999
20-06-2023,79.259
19-06-2023,79.3349
16-06-2023,79.3826
15-06-2023,78.5273
14-06-2023,77.9651
13-06-2023,77.9565
12-06-2023,77.4286
09-06-2023,76.9204
08-06-2023,76.8357
07-06-2023,77.6009
06-06-2023,76.5604
05-06-2023,76.1444
02-06-2023,76.1186
01-06-2023,75.9464
31-05-2023,75.5768
30-05-2023,75.6253
29-05-2023,75.5785
26-05-2023,75.2549
25-05-2023,74.2147
24-05-2023,73.9094
23-05-2023,74.1111
22-05-2023,73.7622
19-05-2023,73.2915
18-05-2023,73.0567
17-05-2023,73.2558
16-05-2023,73.873
15-05-2023,73.9206
12-05-2023,74.2078
11-05-2023,74.2638
10-05-2023,74.1124
09-05-2023,73.7085
08-05-2023,73.7065
05-05-2023,72.7981
04-05-2023,72.9185
03-05-2023,72.0198
02-05-2023,71.9451
28-04-2023,71.9798
27-04-2023,70.8328
26-04-2023,70.2651
25-04-2023,70.2622
24-04-2023,70.1351
21-04-2023,70.0472
20-04-2023,69.884
19-04-2023,70.0991
18-04-2023,70.2852
17-04-2023,69.9252
13-04-2023,70.0008
12-04-2023,69.8881
11-04-2023,69.4778
10-04-2023,68.8753
06-04-2023,69.073
05-04-2023,68.808
03-04-2023,68.1351
31-03-2023,67.5488
29-03-2023,66.7265
28-03-2023,65.9999
27-03-2023,66.0237
24-03-2023,66.2364
23-03-2023,66.7888
22-03-2023,66.8934
21-03-2023,66.5076
20-03-2023,66.3291
17-03-2023,66.8784
16-03-2023,66.6861
15-03-2023,66.4041
14-03-2023,66.4865
13-03-2023,67.0393
10-03-2023,67.9665
09-03-2023,68.4496
08-03-2023,69.0308
06-03-2023,69.1585
03-03-2023,68.7209
02-03-2023,68.5425
01-03-2023,68.9211
28-02-2023,68.3805
27-02-2023,68.4824
24-02-2023,68.7126
23-02-2023,68.7063
22-02-2023,68.9248
21-02-2023,69.9427
20-02-2023,69.9459
17-02-2023,70.0019
16-02-2023,70.5816
15-02-2023,70.0632
14-02-2023,69.1866
13-02-2023,68.9661
10-02-2023,69.8154
09-02-2023,69.8143
08-02-2023,69.6656
07-02-2023,68.8848
06-02-2023,68.7995
03-02-2023,68.936
02-02-2023,68.5272
01-02-2023,68.5751
31-01-2023,68.3442
30-01-2023,68.4819
27-01-2023,68.0593
25-01-2023,68.4487
24-01-2023,69.2382
23-01-2023,69.3624
20-01-2023,69.0239
19-01-2023,69.4972
18-01-2023,70.0482
17-01-2023,69.8692
16-01-2023,69.659
13-01-2023,70.263
12-01-2023,70.1017
11-01-2023,70.0302
10-01-2023,70.3295
09-01-2023,70.68
06-01-2023,70.0052
05-01-2023,70.7817
04-01-2023,71.6233
03-01-2023,72.4388
02-01-2023,72.1487
30-12-2022,72.1133
29-12-2022,72.326
28-12-2022,72.239
27-12-2022,72.2696
26-12-2022,71.8064
23-12-2022,70.9687
22-12-2022,72.4265
21-12-2022,72.9939
20-12-2022,73.6085
19-12-2022,73.7565
16-12-2022,73.0535
15-12-2022,74.0003
14-12-2022,74.7981
13-12-2022,74.2943
12-12-2022,73.8144
09-12-2022,73.7258
08-12-2022,74.0809
07-12-2022,74.2084
06-12-2022,74.5749
05-12-2022,74.5897
02-12-2022,74.5548
01-12-2022,74.7124
30-11-2022,74.3607
29-11-2022,73.8042
28-11-2022,73.7588
25-11-2022,73.4058
24-11-2022,73.4842
23-11-2022,73.0808
22-11-2022,72.8393
21-11-2022,72.5227
18-11-2022,73.0331
17-11-2022,73.3032
16-11-2022,73.9799
15-11-2022,74.2266
14-11-2022,74.4336
11-11-2022,74.2379
10-11-2022,73.2877
09-11-2022,74.0695
07-11-2022,74.3683
04-11-2022,74.6355
03-11-2022,74.4512
02-11-2022,74.5626
01-11-2022,74.829
31-10-2022,73.9984
28-10-2022,73.0108
27-10-2022,73.0833
25-10-2022,73.2124
21-10-2022,73.1574
20-10-2022,74.0023
19-10-2022,73.525
18-10-2022,73.3122
17-10-2022,72.939
14-10-2022,72.6922
13-10-2022,72.2693
12-10-2022,72.7405
11-10-2022,72.1344
10-10-2022,73.3259
07-10-2022,73.8803
06-10-2022,74.0728
04-10-2022,74.1916
03-10-2022,72.5115
30-09-2022,73.174
29-09-2022,72.1439
28-09-2022,72.5238
27-09-2022,72.7936
26-09-2022,72.7149
23-09-2022,74.1328
22-09-2022,75.5508
21-09-2022,75.5546
20-09-2022,76.1536
19-09-2022,75.4771
16-09-2022,74.951
15-09-2022,76.9184
14-09-2022,77.092
13-09-2022,77.3455
12-09-2022,76.9253
09-09-2022,76.641
08-09-2022,76.6277
07-09-2022,76.0521
06-09-2022,75.9521
05-09-2022,76.3428
02-09-2022,76.2954
01-09-2022,76.0456
30-08-2022,76.2211
29-08-2022,74.3321
26-08-2022,75.2754
25-08-2022,74.9546
24-08-2022,75.1045
23-08-2022,74.7255
22-08-2022,74.4093
19-08-2022,75.7918
18-08-2022,76.6729
17-08-2022,76.5286
16-08-2022,75.8512
12-08-2022,75.3228
11-08-2022,75.3237
10-08-2022,74.4544
08-08-2022,74.8976
05-08-2022,74.6044
04-08-2022,74.2272
03-08-2022,73.8828
02-08-2022,74.0304
01-08-2022,73.7095
29-07-2022,72.9947
28-07-2022,71.9063
27-07-2022,69.8525
26-07-2022,69.1326
25-07-2022,69.7673
22-07-2022,69.9601
21-07-2022,69.9609
20-07-2022,69.1252
19-07-2022,68.925
18-07-2022,68.6155
15-07-2022,67.5691
14-07-2022,67.0015
13-07-2022,67.1057
12-07-2022,66.9495
11-07-2022,67.7432
08-07-2022,67.7009
07-07-2022,67.537
06-07-2022,67.1482
05-07-2022,65.7151
04-07-2022,65.6105
01-07-2022,65.0877
30-06-2022,64.3604
29-06-2022,64.8133
28-06-2022,65.4275
27-06-2022,65.5288
24-06-2022,65.2431
23-06-2022,64.47
22-06-2022,63.7074
21-06-2022,64.4233
20-06-2022,63.378
17-06-2022,62.9852
16-06-2022,63.7459
15-06-2022,64.8568
14-06-2022,64.3993
13-06-2022,64.4339
10-06-2022,66.1339
09-06-2022,67.2604
08-06-2022,66.9337
07-06-2022,66.7412
06-06-2022,67.548
03-06-2022,68.0717
02-06-2022,68.8276
01-06-2022,68.8319
31-05-2022,69.1361
30-05-2022,68.533
27-05-2022,67.2291
26-05-2022,66.161
25-05-2022,65.4557
24-05-2022,66.3628
23-05-2022,66.6512
20-05-2022,66.8472
19-05-2022,65.8496
18-05-2022,67.772
17-05-2022,67.8271
16-05-2022,66.2938
13-05-2022,65.4373
12-05-2022,65.4083
11-05-2022,66.8623
10-05-2022,67.7491
09-05-2022,68.3816
06-05-2022,68.9738
05-05-2022,71.8904
04-05-2022,71.9729
02-05-2022,74.1048
29-04-2022,74.2535
28-04-2022,74.7458
27-04-2022,73.9744
26-04-2022,75.2145
25-04-2022,74.1743
22-04-2022,75.0345
21-04-2022,75.4805
20-04-2022,74.5345
19-04-2022,74.1182
18-04-2022,75.4011
13-04-2022,76.3584
12-04-2022,76.6442
11-04-2022,77.4023
08-04-2022,77.5007
07-04-2022,76.7796
06-04-2022,77.2841
05-04-2022,77.8618
04-04-2022,77.7401
01-04-2022,76.3631
31-03-2022,75.5061
30-03-2022,75.6682
29-03-2022,74.6649
28-03-2022,74.1641
25-03-2022,74.332
24-03-2022,74.6781
23-03-2022,75.0377
22-03-2022,75.2075
21-03-2022,74.8165
17-03-2022,75.7167
16-03-2022,74.358
15-03-2022,73.1899
14-03-2022,73.5318
11-03-2022,73.1308
10-03-2022,73.0061
09-03-2022,71.7508
08-03-2022,70.6214
07-03-2022,69.7358
04-03-2022,71.6986
03-03-2022,73.3142
02-03-2022,73.8204
28-02-2022,74.4883
25-02-2022,73.9328
24-02-2022,71.3778
23-02-2022,74.8289
22-02-2022,74.6777
21-02-2022,74.9357
18-02-2022,75.2152
17-02-2022,75.8591
16-02-2022,75.8994
15-02-2022,76.0554
14-02-2022,74.1305
11-02-2022,76.053
10-02-2022,77.5656
09-02-2022,77.128
08-02-2022,76.2751
07-02-2022,76.5225
04-02-2022,78.1271
03-02-2022,78.1087
02-02-2022,79.1057
01-02-2022,77.887
31-01-2022,76.8741
28-01-2022,75.6428
27-01-2022,75.3274
25-01-2022,76.7127
24-01-2022,76.6805
21-01-2022,79.7572
20-01-2022,81.238
19-01-2022,81.8537
18-01-2022,83.0109
17-01-2022,84.1011
14-01-2022,83.7325
13-01-2022,83.4606
12-01-2022,83.6159
11-01-2022,83.932
10-01-2022,83.7001
07-01-2022,83.8626
06-01-2022,83.5037
05-01-2022,83.8475
04-01-2022,83.287
03-01-2022,82.4289
31-12-2021,81.2402
30-12-2021,80.2221
29-12-2021,80.2977
28-12-2021,80.3139
27-12-2021,79.5375
24-12-2021,79.1895
23-12-2021,79.6287
22-12-2021,79.1261
21-12-2021,78.0346
20-12-2021,77.5931
17-12-2021,79.6694
16-12-2021,81.036
15-12-2021,81.0588
14-12-2021,81.5686
13-12-2021,81.7787
10-12-2021,82.4418
09-12-2021,82.4078
08-12-2021,82.3253
07-12-2021,81.2636
06-12-2021,80.1411
03-12-2021,81.7367
02-12-2021,82.3468
01-12-2021,81.2494
30-11-2021,80.8104
29-11-2021,80.6496
26-11-2021,80.5581
25-11-2021,82.6405
24-11-2021,82.3818
23-11-2021,82.4535
22-11-2021,81.8661
18-11-2021,84.4609
17-11-2021,85.3839
16-11-2021,85.7294
15-11-2021,85.4638
12-11-2021,85.3485
11-11-2021,84.2245
10-11-2021,84.6363
09-11-2021,84.4667
08-11-2021,84.5536
03-11-2021,83.3546
02-11-2021,83.3971
01-11-2021,83.4744
29-10-2021,82.6397
28-10-2021,83.2316
27-10-2021,84.0077
26-10-2021,83.7637
25-10-2021,82.4621
22-10-2021,83.9738
21-10-2021,84.6113
20-10-2021,84.8923
19-10-2021,86.1444
18-10-2021,86.906
14-10-2021,87.4659
13-10-2021,86.6202
12-10-2021,85.2721
11-10-2021,84.9535
08-10-2021,84.2722
07-10-2021,84.116
06-10-2021,83.3956
05-10-2021,83.9434
04-10-2021,83.6199
01-10-2021,82.3533
30-09-2021,82.8497
29-09-2021,82.9626
28-09-2021,83.2962
27-09-2021,84.3182
24-09-2021,84.766
23-09-2021,85.1846
